web-scraper-order,web-scraper-start-url,vol,vol-href,title,title-href,abs
"1641093564-385","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Guiding principles and practices of peace education followed in secondary schools of Mizoram","http://ijere.iaescore.com/index.php/IJERE/article/view/20738","The significance of peace education is universally recognized for a safe and prospering future for the world at school level as peace education aims at equipping the future citizens with necessary knowledge, attitude and skills so that they would acknowledge and respect all kinds of diversity and understand human dignity. This paper is based on an empirical research aiming how far guiding principles and practices of peace education followed in secondary schools of Mizoram. The concept of peace education, guiding principles of peace education and practices on peace-related activities being followed in the secondary schools of Mizoram were explored. The study revealed that peace education was not being taught as a separate subject. Peace education component was infused in the existing curriculum and also was being taught through co-curricular and extra-curricular activities. Besides, teachers must reflect in their behavior all the guiding principles of peace. They should encourage the students for critical thinking, reasoning, develop awareness on societal problems and issues, broaden their outlook, concentrate on studies, and to be associated with various activities. In Mizoram, students’ unions and church organizations used to play a prominent role in shaping and moulding the character of the people starting from the early stage of life which ultimately benefits the society and the nation. However, in the context of rapid change in social structure and modernization process, there is need for inculcating the values of peace for which schools have to play important role."
"1641093041-196","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 1: March 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/517","Cyberbullying among secondary school teachers by parents","http://ijere.iaescore.com/index.php/IJERE/article/view/16549","Cyberbullying which is known as violence on the Internet is a dimension of peer bullying takes places through electronic communication technologies. Cyberbullying which can occur in any environment regardless of the time and place is the way in which individuals with higher ability to use communication technologies to lead other individuals in a series of negative behaviors over time. With the rapid development of technology and the ease with which internet access becomes easier and cheaper, it becomes a problem that needs to be studied more and more importantly day by day. Facebook, twitter and whatss up, the most widely used social network today, has the potential to become the most commonplace for cyberbullying behaviors. The purpose of this study was to determine cyberbullying towards teachers by parents in secondary schools based on teachers views according to sex, tenure and school size. The sample of the study was 181 teachers from 14 secondary schools. The experiences and perspectives of 181 teachers were assessed regarding the incidence and perceptions of the likelihood of cyber harassment by parents. The results presented here indicate that nearly3/4 of teachers in the sample had received harassing or threatening messages 
from parents."
"1641092940-163","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 7, No 2: June 2018","http://ijere.iaescore.com/index.php/IJERE/issue/view/466","A Mixed Method Research on Peer Assessment","http://ijere.iaescore.com/index.php/IJERE/article/view/12770","The purpose of this study is to investigate the relationship between peer assessment and instructor assessment and make a comparison with views of preservice teachers. Since qualitative and quantitative methods were used together in the study, it was grounded on the mixed method approach. The quantitative data in this study, in which 27 preservice teachers participated on a voluntary basis, were obtained from scoring rubric whereas qualitative data were obtained from a semi-structured interview form prepared by the researchers. Statistical analyses were conducted to analyze the quantitative data collected within the scope of the study, whereas Pearson Product-Moment Correlation Coefficient was used to analyze the relationship between instructor assessment and peer assessment, and paired samples t test was used to determine the differences between pairwise groups. The qualitative data, on the other hand, were analyzed using the content analysis technique. As a result of the analysis, it was seen that there was a positive and significant correlation between instructor assessment and peer assessment. When the preservice teachers’ views were examined, those views rose to prominence stating that making assessments contributed to learning; they grew aware of imperfect knowledge; questioning and critical thinking improved, and fair assessment skills developed. This was interpreted to mean that preservice teachers could distinguish between adequate and inadequate work. However, when the preservice teachers’ views concerning their assessments by their peers were examined, the view attracted attention stating that friendship relations and personal problems affected assessment negatively and therefore peers gave low scores. At this point, when the mean scores were examined, it was seen that mean peer scores were higher than instructor mean scores. This was interpreted to mean that some preservice teachers did not have confidence in their peers."
"1641094083-578","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 4: December 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/562","Predictive ability of problem-solving efficacy sources on mathematics achievement","http://ijere.iaescore.com/index.php/IJERE/article/view/21416","This study examined the relationship between mathematics achievement and mathematics problem-solving efficacy sources. A cluster sample of 123 first year prospective teachers of a Philippine higher education institution responded to a 30-item problem-solving efficacy scales and took the teacher-made tests in Mathematics in the Modern World course; namely, Non-Routine Problem Solving and Natures and Numbers Pattern Tracing (NRPS-NNPT), Math Language and Symbols (MLS), and Data Management (DM). The research data was analyzed using Descriptive statistics, Pearson-r and Standard Multiple Regression. On the average, the respondents had satisfactory mathematics achievement. They reported a high level of social persuasion and somatic response and a low level of vicarious experience and mastery experience in mathematics problem-solving. Vicarious experience was directly associated with mastery experience while social persuasion and mastery experience were both inversely related to somatic responses. Among the four problem-solving efficacy sources, only social persuasion significantly predicted mathematics achievement specifically in the areas of NRPS-NNPT, MLS, and DM. Thus, becoming a trusted voice of encouragement and designing a persuasive and optimistic learning environment are highly recommended roles of schools to facilitate students’ mathematics achievement."
"1641092875-139","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 6, No 4: December 2017","http://ijere.iaescore.com/index.php/IJERE/issue/view/409","Effectiveness Leadership of Principal","http://ijere.iaescore.com/index.php/IJERE/article/view/10774","Effective principal leadership is a leadership that can foster cooperative efforts and maintain an ideal working climate in schools. The purpose of this research is to know the effectiveness leadership of the principal of the 2nd State Junior High School of Ambon, with qualitative approach. Data sources include school principals, vice principals, heads of administration, heads of affairs, library coordinators, teacher subject coordinators, counselors coordinators, and school supervisors. Data collection techniques through Focus Group Discussion, Interview, Observation, and documentation study. The analysis technique used is descriptive narrative. The results concluded that the leadership style of principal in the 2nd State Junior High School of Ambon has not been effective."
"1641094244-636","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Engineering students’ judgments on the favorable effect that the class context has on their academic learning","http://ijere.iaescore.com/index.php/IJERE/article/view/21969","The COVID-19 pandemic has impacted human life, including educational settings. In Mexico, teachers and students found it necessary to adopt the online modality at all levels. As a result, both students and teachers face new demands and a re-conceptualization of their everyday academic lives. This study explored the engineering students' perception of the favorable effect level that the class context has on their learning. There were 551 participants took a cognitive algebra study. The experimental task involved reading 12 scenarios that described hypothetical online or face-to-face learning situations; then, each participant judged the degree to which these types of situations favor their learning, using an 11-point scale. The results indicated three cognitive styles when judging the degree to which each class context favors the learning. These styles share a similar cognitive mechanism in terms of information integration; however, the selection process and valuation of the factors differed across the groups. The students' perception on the class context influences their involvement and motivation level for courses on which they are enrolled. The present study's findings suggest that the cognitive algebra approach helps diagnose students' cognitive and emotional approach styles for different class contexts and provides information about the nature of their cognitive processes in terms of how students' judgments and attitudes towards classes are generated."
"1641093047-198","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 1: March 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/517","The effect of psychological factors on Syrian refugees’ participation in lifelong education","http://ijere.iaescore.com/index.php/IJERE/article/view/16557","The purpose of this research was to determine the effect of psychological factors on Syrian refugees’ participation in lifelong education. The ex post facto co-relational causal design was employed in this research. A questionnaire form consisted of four scales was used to collect data from 297 refugees participated in lifelong education. The structural equation modeling analysis revealed that psychological factors affect participation in lifelong education and learning approaches played the biggest role in this effect. It was claimed that learning approach is a strong predictor of participation in lifelong education. The effect of locus of control on participation in lifelong education was medium while the effects of self-efficacy and self-worth were weak. Recommendations to education providers, decision-makers and researchers to align both formal and lifelong education curricula with the results were given."
"1641094182-615","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Challenges Faced by Teachers and Students while Shifting from Face to Face Mode to Virtual Classroom during Pandemic Time: An Empirical Analysis of Indian Higher Education","http://ijere.iaescore.com/index.php/IJERE/article/view/21712","Due to this higher education institutes/colleges/universities had also closed temporarily. The objective of this study was to analyze the major challenges faced by the teachers and students from the virtual classroom during the nationwide lockdown.A total of 893 responses have been used for this study. We have collected data through a structured questionnaire on a Likert scale from 305 teachers and 588 students of higher education institutes/colleges/universities from all India levels. Network connectivity was the major challenge faced by the faculty members with a mean value of 3.68 followed by 3.17 mean value for Lack of Professional Environment at Home, 3.03 for Lack of Teaching Material at Home, 2.92 for Lack of Personal Computer/Laptop. And Lack of Professional Environment at Home with a mean value 3.59 was the major challenge faced by the students followed by 3.57 for Lack of Teaching Material at Home, 3.35 for Network Connectivity, 3.31 for Lack of Personal Computer/Laptop. The findings of this study will help higher education authorities, university administration, colleges administration, and the teacher in effectively implementing the virtual classroom during this pandemic. This study will help the higher education authorities to reduce the challenges of the virtual classroom."
"1641093057-202","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 1: March 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/517","Designing lesson plan of integer number operation based on fun and easy math (FEM) approach","http://ijere.iaescore.com/index.php/IJERE/article/view/15514","This paper dealt with the design of learning tools, that was the development of learning implementation plan or Rencana Pelaksanaan Pembelajaran (RPP) based on Fun and Easy Math (FEM) approach in the form of a number line model. FEM was an approach in order to teach mathematics effectively to students in a fun and easy way according to the patterns and rules, making it easier for students to understand mathematical concepts and driving them to actively participate in learning activity. Furthermore, the number line model based on the rules aimed to provide the real idea of mathematical concept and avoid the mathematical manipulation. The design of RPP development was intended to create a new RPP which was divided into three activities, namely introduction, core, and closing. The method of lesson plan development used a Plomp’s development model which was consisted of three phases, namely preliminary research, prototype, and evaluation. The results of this development were expected to help students in understanding the mathematical concepts, namely integer calculation operations especially addition and subtraction, increasing student activeness in learning process, and avoiding the existence of mathematical manipulation."
"1641092637-56","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 4, No 3: September 2015","http://ijere.iaescore.com/index.php/IJERE/issue/view/229","Validity and Reliability of the 3-E Tool for Evaluating the Curriculum Support Intervention in Uganda","http://ijere.iaescore.com/index.php/IJERE/article/view/4498","This study determined psychometric properties of 3-ET, an instrument specifically designed to track the effects of a curriculum support intervention created to enhance the delivery of the national curriculum in a war zone in Uganda. The instrument was developed through brain storm and expert review before being committed to structural and reliability testing using Exploratory Factor analysis (EFA).  The 88 variables of 3-ET were reduced to 73; five distinct sub-scales emerged. Sub-scale 1, measured core education support functions and services. Sub-scale 2, assessed aesthetics/efficiency. Sub-scale 3, focused on barriers to stakeholder participation. Sub-scale 4 measured peacefulness and gender sensitivity of learning environments.  Sub-scale 5 assessed pupil participation. 3-ET has acceptable structural validity and internal consistence reliability. It can be used to test effectiveness of the REPLICA intervention. Its applicability in other conflict and non-conflict contexts needs review."
"1641094116-590","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Indonesian EFL Students’ Verbal Episodes in Proficiency Pairings","http://ijere.iaescore.com/index.php/IJERE/article/view/22025","One of the ways to improve EFL students’ ability in writing is assigning the students to work collaboratively in the form of pairings based on their proficiency in the process of writing. While research has revealed that proficiency pairings affect students’ writing achievement, little is known about the types of EFL students’ verbal episodes in proficiency pairings. This study aims to describe EFL students’ verbal episodes in proficiency pairings. A case study design was used in this study. It involved 40 EFL students of the English department in an Indonesian university who were divided into two groups based on the types of proficiency pairings: heterogeneous (20 students) and homogenous (20 students). Therefore, this study also intends to identify which of the two types of proficiency pairings produces more verbal episodes than the other. The results of the study show that Indonesian EFL students used three major types of verbal episodes: language-related episodes (LREs), text-related episodes (TREs), and scaffolding episodes (SEs). The study also revealed that proficiency levels determined the categories of LREs and SEs most frequently produced by heterogeneous and homogeneous pairs, while both heterogeneous and homogeneous pairs were likely to produce almost the same frequencies of categories of TREs more particularly in terms of organization and content."
"1641093794-470","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 2: June 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/559","A gamification framework for research productivity enhancement on the higher education institution","http://ijere.iaescore.com/index.php/IJERE/article/view/21694","The condition of research productivity in higher education institutions in Indonesia is still not ideal. Departing from this problem, this paper aims to contribute in the form of a framework used as the main alternative in optimizing research productivity, including the number of publications in higher education institutions. The mechanism proposed is a framework that uses designs derived from games or better known as gamification. Based on the preliminary testing of the proposed framework, it shows that each construct of the framework has a positive impact on research productivity enhancement as the final goal. One of the constructs is Network has a positive impact of 0.415 on Behavior, the Behavior has a positive impact of 0.403 on research productivity enhancement. This also applies to other constructs. Except for the Points that donot have good reliability, it will become homework in future studies."
"1641093520-369","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","The role of parent-child relationship, school climate, happiness, and empathy to predict cyberbullying behavior","http://ijere.iaescore.com/index.php/IJERE/article/view/20299","The lack of research on cyberbullying among Indonesian adolescents has become one of the critical arguments of this research. This study aimed to discover the factors that contribute to cyberbullying. This study took samples of students from three schools. The sample was 112 junior to senior high school students. The findings of this study indicate that school climate, parent-child relationship, and empathy have a significant role that encourages cyberbullying."
"1641092735-89","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 3: September 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/233","Design and Implementation of Performance Metrics for Evaluation of Assessments Data","http://ijere.iaescore.com/index.php/IJERE/article/view/4545","Evocative evaluation of assessment data is essential to quantify the achievements at course and program levels. The objective of this paper is to design performance metrics and respective formulas to quantitatively evaluate the achievement of set objectives and expected outcomes at the course levels for program accreditation. Even though assessment processes for accreditation are well documented but existence of an evaluation process is assumed. This work provides performance metrics such as attainment, student achievement, and x-th percentile for the evaluation of assessment data at course and program level. Then, a sample course data and uniformly distributed synthetic data are used to analyze the results from designed metrics. The primary findings of this work are twofold: (i) analysis with sample course assessment data reveals that qualitative mapping between marks obtained in assessments to the defined outcomes is essential for meaningful results, (ii) analysis with synthetic data shows that higher values of one metric does not imply higher values of the other metrics and they depend upon the obtained marks distribution. In particular, for uniformly distributed marks, achievement < attainment for meanOfUniformDistr. < averageMarks < passingT hreshold(α). Authors hope that the articulated description of evaluation formulas will help convergence to high quality standard in evaluation process."
"1641094284-650","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Improving Secondary Students’ Cognitive Process in Biology Using Concept Mapping and Cooperative Mastery Learning Strategies","http://ijere.iaescore.com/index.php/IJERE/article/view/22454","Students’ performance in Biology in National Examination has been reported to be unsatisfactory. This demands teachers to shift to methods that enable students to acquire meaningful learning. In an attempt to cope with this situation, the effects of concept mapping (CM) and Cooperative Mastery Learning (CML) on the cognitive process in Biology among lower secondary school students in Nyamagabe district, Rwanda was investigated. A quasi-experimental non-equivalent pre-test, post-test control group design was applied to a sample of 449 Senior Secondary School two (SS2) students (224 males and 225 females) drawn from seven co-educational secondary schools purposively selected from 46 schools. The students were in CM (n=151), CML (n=144) and Conventional Teaching Method (CTM) (n=154) groups. The Biology Achievement Test (KR-21=0.82) was used to collect data. Analysis of Covariance and Bonferroni test were applied for data analysis. Findings revealed that CM and CML groups scored better in all cognitive domains tested than the CTM group. A statistically significant difference between CM and CML was observed in favour of the CM. Based on the findings, it was concluded that the implementation of CM and CML can improve the students’ cognitive learning achievement in Biology than CTM."
"1641093622-406","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Question-led approach in designing Dijkstra algorithm game-based learning: A pilot study","http://ijere.iaescore.com/index.php/IJERE/article/view/20651","Dijkstra algorithm is important to be understood because of its many uses. However, understanding it is challenging. Various methods to teach and learn had been researched, with mixed results. The study proposes questionled approach of the algorithm in a game-based learning context. The game designed based on an existing game model, developed and tested by students. Pre- and post-game tests compared and game feedback survey analysed. Results showed that students’ performance in graph data structure Dijkstra algorithm improved after playing the game where post-test mark was higher than pre-test. Game feedback were mostly positive, with areas of improvement. Students may use the game as a learning tool for self-regulated learning. Educators may get some ideas on how to design teaching tool using question-led approach."
"1641092817-119","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 6, No 2: June 2017","http://ijere.iaescore.com/index.php/IJERE/issue/view/389","Teacher Behaviours Explaining Turkish and Dutch Students’ Mathematic Achievements","http://ijere.iaescore.com/index.php/IJERE/article/view/7596","The purpose of this study was to examine the differences between Turkish and Dutch students’ mathematics achievement and to examine the predictive level of teacher behaviours for student performance. The participants were 3210 students and principals from 168 schools in Turkey and 2541 students and principals from 156 schools in the Netherlands, who attended the Program for International Student Assessment in 2012. According to the results of the multilevel latent class and three-step analyses, for both countries, teacher behavior related to student orientation, teacher focus on student achievement and formative assessment predicted the mathematical achievement. It is seen that a high level of teacher behavior related to student orientation and formative assessment plays an important role in schools’ achievement at very low, low, and low-medium levels for Turkey and at medium and medium-high levels for the Netherlands. Furthermore, it was determined that the students who had low- or medium-level achievement were more affected by teacher characteristics/behaviours."
"1641092687-74","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 1: March 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/231","Formulating Employability Skills for Graduates  of Public Health Study Program","http://ijere.iaescore.com/index.php/IJERE/article/view/4518","Employability skills as non technical skills are important for effective and successful individual participation in the workplace. The main aims of the research were to identify important employability skills needed by graduates of Public Health Study Program Universitas Ahmad Dahlan (PHSP UAD) and to assess the achievement of the employability skills development that has been carried out by PHSP UAD. This study used a mixed method research with convergent design. Quantitative research was conducted with survey to graduates. Qualitative research was conducted with structured interviews to employers. Both data were analyzed separately and interpreted concurrently. Graduates and employers of PHSP UAD in broad outline were in line on the important employability skills needed in the workplace and the assessment of the achievement. Several employability skills consistently were considered important. The achievement of employability skills that were related to public health knowledge and its application was high, meanwhile the achievement of several important employability skills which are needed in the work place in the 21st were low. Employability skills needed for graduates of PHSP UAD were formulated. Curriculum revision is recommended to integrate employability skills into core activities to promote the development of employability skills of PHSP UAD graduates."
"1641092850-130","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 6, No 3: September 2017","http://ijere.iaescore.com/index.php/IJERE/issue/view/410","Factors Influencing Candidates’ Performance in English Language and Mathematics at West African Senior  School Certificate Examination","http://ijere.iaescore.com/index.php/IJERE/article/view/9066","The study investigated influence of some factors on the performance of selected West African Senior School Certificate Examination (WASSCE) candidates. It also examined the relationship between these factors and candidates’ performance. Factors investigated include socio-economic background of the candidates (SEB), study hours (SH), attitude towards English Language (ATTENG) and attitude towards Mathematics (ATTMAT). Secondary schools in Lagos State were divided into private and public secondary schools. Simple random sampling was used to select five out of the six educational districts in Lagos State. Then one public and one private secondary schools were selected in each of the five educational districts earlier selected in stage one. Thereafter, 30 senior secondary school III students were selected in each of the ten schools (5 public and 5 private schools). A total of 600 candidates (consisting of male and female participants) were expected, however, only 564 participants with complete data were found suitable for the study. An instrument tagged “Candidates Rating Scale (CRS)” was developed and used to measure their SEB, SH, ATTENG and ATTMA which were the independent variables while candidates’ scores at WASSCE was used as the dependent variable. Obtained data were analyzed by using multiple regressions. The results of the study indicate that there exists a positive correlation between WASSCE grades and all the variables in Mathematics but correlate with socio economic background only for English language."
"1641093518-368","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","The role of entrepreneurial intention in predicting vocational high school students’ employability","http://ijere.iaescore.com/index.php/IJERE/article/view/20580","One of the factors that contribute to the level of employability is entrepreneurial intention. This study discusses the role of entrepreneurial intentions on students' employability. The population in this study was all students of grade XII of Vocational High School Koperasi Yogyakarta, Indonesia, consisting of 141 students. The sample in this study was 86 students. The sample selection was done by randomizing using a cluster random sampling technique. Methods of data collection used in this study are scales, employability scale, and entrepreneurial intentions scale. Analysis of the data used in this study is the product-moment analysis technique. The results of data analysis showed the correlation between entrepreneurial intentions and employability where r = 0.339 with p = 0.001 (p < 0.01), which showed a very significant positive correlation between the two variables at the research site. It means that the level of employability can be predicted based on entrepreneurial intention. The entrepreneurial intention contributed 11.5% to employability, and the remaining 88.5% can be influenced by other variables."
"1641092584-37","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 4, No 1: March 2015","http://ijere.iaescore.com/index.php/IJERE/issue/view/227","The Effectiveness of Facebook Group Discussions on Writing Performance: A Study in Matriculation College","http://ijere.iaescore.com/index.php/IJERE/article/view/4489","Matriculation a pre-tertiary program offered by Ministry of Education for students who have completed their ‘Sijil Pelajaran Malaysia’s’ (SPM) examinations successfully. These excellent students will be required to sit for the Malaysian University English Test (MUET) before pursuing their studies in local colleges and universities. MUET comprises all the four language skills of listening, speaking, reading and writing. However, matriculation students are still unable to perform well in MUET examination especially the writing component. Researcher aimed to see whether Facebook group discussions can be used as a medium to improve writing skills of students. The main purpose of this study is to look at the effectiveness of Facebook group discussion in writing performance and college students’ perception of using Facebook discussion. This study tested the effect of Facebook discussions by comparing 2 groups of learners (a control group and an experimental group) on writing tasks. The scores of Pre and Post test for both groups will be compared after treatment method of Facebook group discussion on the experimental group. Learners’ attitudes towards the usage of Facebook group discussion and aspects of Facebook that help students to express their opinion. Discussions of the findings will include suggestions on whether Facebook discussions can be used to improve writing performance."
"1641092857-133","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 6, No 3: September 2017","http://ijere.iaescore.com/index.php/IJERE/issue/view/410","The Adolescents Overview with Healthy Sexual Behavior in the Risky Environment","http://ijere.iaescore.com/index.php/IJERE/article/view/6040","Teens today have experienced a shift in morality, thought and behavior patterns because they are influenced by foreign cultures. This is due to lack of progress, especially in the field of transport and telecommunications that are spreading globally at youth culture. Negative attitudes towards adolescent health, such as sexual activity also tend to increase. Turonggo Wiro Budoyo (TWB) Wirobrajan Yogyakarta youth association which is a group of teenagers in the field of traditional dance, jathilan, is identified as a group of young adults at risk of premarital sex. They almost have a close friend (dating) and have intercourse, which is interesting to explore. There are five teenagers who can maintain a healthy sexual behavior. The purpose of research is to know the description of personal factors and external factors that influence adolescents to be able to retain healthy sexual behavior in a risky environment in TWB Yogyakarta youth association. Based on in-depth interviews with five teenagers who declares themselves not dating and a group leader community of TWB, it was shown that an overview that affects teens still behave in a healthy sex despite being in a risky environment is an overview of personal where young people have the ability to hold back emotions, ideals and religiosity attitudes, while the picture of the external consists of a family function where parents do remind norms and religion as well as the ability of adolescents to maintain away from the influence of friends to behave deviate."
"1641093213-258","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 3: September 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/552","Examining pre-service social studies teachers’ sensitivity levels based on various variables","http://ijere.iaescore.com/index.php/IJERE/article/view/19521","The purpose of this study is to determine whether or not pre-service Social Studies teachers’ interpersonal sensitivity levels significantly vary depending on various variables. The study employed the quantitative model to determine pre-service Social Studies teachers’ sensitivity levels. The survey model was used as a quantitative model. The study group consists of 80 pre-service teachers studying in the Social Studies Teaching department of a state university located in the Central Anatolian Region of Turkey. The study used a personal information form to find out the pre-service teachers’ demographic information. The personal information form includes descriptive information about age, gender, and grade. The study also used the sensitivity. The scale analysis was made via SPSS. The data were analyzed through independent samples t-test and one-way analysis of variance (ANOVA). The data were collected by the researcher in the 2018-2019 academic year. The pre-service Social Studies teachers’ general average of consciousness was found to be high."
"1641093594-397","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","TPACK in ASEAN perspectives: Case study on Thai pre-service teacher","http://ijere.iaescore.com/index.php/IJERE/article/view/20700","Technological Pedagogical and Content Knowledge (TPACK) is now recognizing for teacher development and preparation program. The new era of teaching and learning are not only focus on contents, but also pedagogical knowledge, technology and education with instructional strategies are now necessary for teacher preparation program. This study focuses on identifying and summarizing the features of TPACK in ASEAN literatures. The review was conducted using the ACI database; a total of 11 articles describing TPACK based on specific search criteria. The framework of TPACK needs to generalize to school policy, administrative purposes and teacher development and teacher preparation program. Also, the exploratory TPACK of 7 Thai pre-service science teachers in one-year school practicum provided significant findings through TPACK questionnaire and lesson plan analysis. Data were collected and analyzed by descriptive analysis. The explorative study illustrated the nature of their TPACK by concept and practice was at high level. The study needs pre-service teacher have technology integration in teacher preparation program, also TPACK should be implemented in teacher development program."
"1641093390-319","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 2: June 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/555","Stationenlernen learning techniques and German language learning outcomes","http://ijere.iaescore.com/index.php/IJERE/article/view/20467","This quasi-experimental study was conducted with the aim of obtaining a clear picture of the presence of influence of the application of Stationenlernen learning techniques to the learning outcomes of German students. The study population was all of these students, while the selected sample was 11th grade students. Data collection techniques used in this study are: (1) observation and interviews, (2) the implementation of pre-test (3) the implementation of experiments, and (4) the implementation of post-test, the data obtained are calculated and analyzed using SPSS -18 to obtain accurate and reliable calculation results. Learning outcomes with Stationenlernen learning techniques turn out to be higher than without it."
"1641093899-510","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 3: September 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/561","Embracing TVET education: The effectiveness of project based learning on secondary school students’ achievement","http://ijere.iaescore.com/index.php/IJERE/article/view/21392","Project based learning (PBL) has long been used especially in developing countries. Various results of PBL-related studies have also been found to be effective and have a positive impact on students. However, although it has been introduced in Malaysia, it is still considered foreign to students and teachers. Therefore, this study was conducted to look at the effectiveness of applying the PBL method in the topic of project design on form two students' learning process. An experimental study with mixed method approach was conducted through pre and post-tests on one control and one treatment group. A total of 60 form two students were involved, of which 30 were treatment students and another 30 were control students. Five students from the treatment group were randomly selected to go through a semi structured interview process. This interview was conducted to confirm the results of the quantitative study. The results of analysis of covariance (ANCOVA) showed that students in the PBL group performed significantly better in project design learning process than those in the contrast group. Therefore, this study demonstrated that the PBL method had a positive impact on students' learning process. Based on the interviews, all respondents agreed that PBL was an excellent approach because the learning activities were interesting and different from the normal learning environment. In addition, the interview results also showed that the respondents suggested that the PBL method should be continued and implemented in other topics and subjects."
"1641092482-1","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 2, No 4: December 2013","http://ijere.iaescore.com/index.php/IJERE/issue/view/222","PROGRAMME D’ÉDUCATION BILINGUE SPÉCIAL (PEBS) AU CAMEROUN : ÉTAT DES LIEUX, OPPORTUNITÉS ET DÉFIS","http://ijere.iaescore.com/index.php/IJERE/article/view/4455","This article explores and analyzes a new initiative in bilingual education, launched at the beginning of the 2009-2010 school year in certain secondary schools in Cameroon. The Special bilingual education programme (SBEP), which is still in its beginning phase, aims essentially at training students to communicate effectively and with as little anxiety as possible in the country’s two official languages, English and French. Upon examining the various reasons for the programme and the context in which it has been implemented, existing scientific research in second language acquisition points to the conclusion that the success of this most relevant programme would eventually lead to a complete remodelling of the French-English bilingual education system in Cameroon.DOI: http://dx.doi.org/10.11591/ijere.v2i4.2929"
"1641093538-376","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","Suicidal thoughts among university students: The role of mattering, state self-esteem and depression level","http://ijere.iaescore.com/index.php/IJERE/article/view/20587","The protective role of mattering on suicide ideation among university students was examined. Our study is grounded in the Interpersonal-Psychological Theory of Suicide, which led to a hypothesis that between depression levels and state self-esteem has significant serial multiple mediating effects on the relationship between mattering and suicide ideation. University students from various nationality who study in Indonesia and Malaysia (n=509) responded to General Mattering Scale, State Self-Esteem Scale, Beck’s Depression Inventory, and Suicide Ideation Attributes Scale, as well as demographic details including their gender, spirituality, education, birth order and nationality. The result of Bootstrap analyses with 95% confident interval from 5000 samples suggested that the serial mediation partially occurred to the link between mattering and suicide ideation."
